//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	22 22 22 			71 71 81 			255 255 255 			30 43 56 			206 139 108 			255 128 0 			5 0 0 			0.8		0.8		0.3			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 240			254 66 67 66			254 66 66 93			0	90	0	0.00		
	1 1 1 			163 159 163 			255 255 255 			109 142 157 			90 200 255 			255 255 255 			255 255 255 			3.5		0.1		0.8			110 40 0			1000.0		10.0		0.8			120 40 40			200 123 96			153 95 87 240			192 64 64 64			192 122 27 0			122	0	0	0.00		
// 8 PM
	1 1 0 			137 137 137 			255 255 255 			181 150 84 			136 110 74 			255 128 0 			155 0 0 			1.9		0.1		0.8			100 60 0			1000.0		10.0		0.8			120 40 40			0 0 0			67 67 67 240			192 127 93 71			192 83 11 0			122	0	0	0.00		
// 10 PM
	12 6 12 			138 138 138 			255 255 255 			31 15 44 			39 24 64 			255 5 8 			5 8 0 			0.8		0.3		0.6			160 100 0			1000.0		10.0		0.8			70 27 10			0 0 0			67 67 62 240			192 124 124 124			192 34 27 0			122	0	0	0.00		
//
///////////////////////////////////////////EXTRASUNNY_VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	22 22 22 			163 163 163 			255 255 255 			9 6 9 			18 15 44 			255 255 0 			5 0 0 			0.8		0.3		0.7			200 100 0			1000.0		200.0		0.8			30 20 0			3 3 3			38 38 55 240			192 77 77 77			192 88 66 41			0	30	0	0.00		
// 5 AM
	12 12 12 			163 163 163 			255 255 255 			0 5 10 			16 1 30 			255 128 0 			255 0 0 			-0.1		0.3		0.5			150 100 0			1000.0		200.0		0.8			70 27 10			50 43 36			53 62 68 240			192 124 106 116			192 52 27 0			0	90	0	0.00		
// 6 AM
	12 12 12 			188 188 188 			255 255 255 			141 99 81 			200 144 85 			255 128 0 			255 128 0 			8.3		0.8		0.1			140 100 0			1000.0		0.0		0.8			100 34 25			120 92 88			185 160 160 240			192 66 66 66			192 90 70 20			0	90	0	0.00		
// 7 AM
	13 4 0 			188 188 188 			255 255 255 			90 205 255 			200 144 90 			255 128 0 			255 0 0 			3.5		0.8		-0.1			100 50 0			1000.0		0.0		0.5			120 40 40			159 142 106			145 170 170 240			192 124 60 60			192 89 91 44			0	90	0	0.00		
// Midday
	13 13 0 			188 188 188 			255 255 255 			90 180 255 			90 200 255 			255 128 0 			255 128 0 			2.5		0.8		-0.1			150 0 150			1000.0		10.0		0.8			120 100 100			180 255 255			90 170 170 240			192 64 64 64			192 90 80 33			0	90	0	0.00		
// 7 PM
	13 13 0 			163 163 163 			255 255 255 			90 180 255 			90 200 255 			255 47 0 			255 0 0 			2.5		0.3		0.3			110 40 0			1000.0		10.0		0.8			120 40 40			200 123 96			143 121 87 240			192 64 64 64			192 114 57 27			0	90	0	0.00		
// 8 PM
	13 13 0 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.5		0.6			100 60 0			1000.0		10.0		0.8			120 40 40			0 0 0			67 67 67 240			192 55 55 55			192 120 50 0			0	90	0	0.00		
// 10 PM
	22 22 23 			163 163 163 			255 255 255 			0 0 0 			18 15 44 			255 5 8 			5 8 0 			0.8		0.5		0.7			160 100 0			1000.0		200.0		0.8			70 27 10			0 0 0			71 46 53 240			192 77 77 77			192 122 55 33			0	30	0	0.00		
//
///////////////////////////////////////////CLOUDY_VEGAS 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	2 20 33 			163 163 163 			255 255 255 			22 33 44 			11 23 44 			0 0 0 			0 0 0 			-0.1		0.8		0.8			200 100 0			1000.0		100.0		0.8			30 20 0			3 3 3			38 38 55 240			192 66 124 124			192 34 27 0			44	0	0	0.00		
// 5 AM
	11 22 33 			163 163 163 			255 255 255 			22 33 44 			22 33 44 			0 0 0 			0 0 0 			-0.1		0.8		0.8			150 100 0			1000.0		100.0		0.8			70 27 10			50 43 36			53 62 68 240			192 66 124 124			192 34 27 0			44	0	0	0.00		
// 6 AM
	22 22 33 			188 188 187 			255 255 255 			84 83 88 			77 77 77 			0 0 0 			0 0 0 			-0.1		0.8		0.8			140 100 0			1000.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			192 64 124 124			192 34 27 0			122	0	0	0.00		
// 7 AM
	22 22 22 			188 188 188 			255 255 255 			211 211 255 			155 155 155 			0 0 0 			0 0 0 			-0.1		0.8		0.8			100 50 0			1000.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			192 64 64 64			192 66 55 21			122	0	0	0.00		
// Midday
	22 22 22 			188 188 188 			255 255 255 			144 144 144 			122 122 122 			0 0 0 			0 0 0 			-0.1		0.8		0.3			150 0 150			1000.0		10.0		0.8			120 100 100			88 88 88			90 170 170 240			192 124 124 124			192 66 55 21			122	0	0	0.00		
// 7 PM
	22 22 22 			188 163 163 			255 255 255 			144 144 144 			155 155 155 			0 0 0 			0 0 0 			-0.1		0.8		0.8			110 40 0			1000.0		10.0		0.8			120 40 40			88 88 88			153 95 87 240			192 64 64 64			192 66 66 50			122	0	0	0.00		
// 8 PM
	2 2 13 			163 163 163 			255 255 255 			88 88 88 			88 88 88 			0 0 0 			0 0 0 			-0.1		0.8		0.8			100 60 0			1000.0		10.0		0.8			120 52 79			88 88 88			67 67 67 240			192 124 124 124			192 34 27 0			122	0	0	0.00		
// 10 PM
	2 20 33 			163 163 163 			255 255 255 			22 33 44 			11 23 44 			0 0 8 			0 0 0 			-0.1		0.8		0.8			160 100 0			1000.0		10.0		0.8			70 27 10			0 0 0			67 67 62 240			192 124 124 124			192 34 27 0			44	0	0	0.00		
//
///////////////////////////////////////////EXTRASUNNY_COUNTRYSIDE 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 12 			163 163 163 			255 255 255 			0 30 30 			10 22 35 			255 255 0 			5 0 0 			0.8		0.5		0.8			200 100 0			1500.0		100.0		0.8			30 20 0			3 3 3			53 62 68 240			192 89 97 80			192 17 86 109			44	120	0	0.00		
// 5 AM
	22 25 25 			163 163 163 			255 255 255 			0 30 30 			10 22 35 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			1500.0		100.0		0.8			23 30 20			50 43 36			53 62 68 240			192 103 107 80			192 10 90 100			88	120	0	0.00		
// 6 AM
	23 23 23 			188 188 188 			255 255 255 			90 145 227 			200 144 85 			255 128 0 			255 255 255 			8.3		0.3		0.8			140 100 0			1500.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			192 124 124 69			192 91 9 0			75	120	0	0.00		
// 7 AM
	22 24 22 			188 188 188 			255 255 255 			90 205 255 			187 146 116 			255 128 0 			255 255 255 			3.3		0.3		0.3			100 50 0			1500.0		5.0		0.5			120 40 40			159 142 106			145 170 170 240			192 62 64 44			192 80 36 22			81	120	0	0.00		
// Midday
	22 5 5 			203 188 188 			255 255 255 			90 180 255 			57 165 255 			255 128 0 			255 128 0 			2.5		0.8		0.1			150 0 150			1500.0		65.0		0.8			120 100 100			180 255 255			90 170 170 240			192 60 60 46			192 86 84 52			105	120	0	0.00		
// 7 PM
	22 22 22 			163 163 163 			255 255 255 			109 142 157 			165 155 130 			255 25 0 			255 255 255 			7.5		0.5		0.6			110 40 0			1500.0		5.0		0.8			120 40 40			200 123 96			148 134 97 240			192 66 66 46			192 80 72 32			99	120	0	0.00		
// 8 PM
	5 5 0 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.3		0.3			100 60 0			1500.0		10.0		0.8			120 40 40			0 0 0			67 67 67 240			192 118 89 48			192 69 28 6			62	120	0	0.00		
// 10 PM
	22 22 12 			163 163 163 			255 255 255 			20 15 45 			66 66 64 			255 5 8 			5 8 0 			0.8		0.3		0.6			160 100 0			1500.0		10.0		0.8			70 27 10			0 0 0			67 67 62 240			192 62 62 124			192 132 80 40			44	120	0	0.00		
//
///////////////////////////////////////////SUNNY_COUNTRYSIDE 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	33 33 33 			163 163 163 			255 255 255 			10 22 35 			10 22 35 			255 255 0 			5 0 0 			0.8		0.5		0.8			200 100 0			1500.0		100.0		0.8			30 20 0			3 3 3			53 62 68 240			192 89 97 80			192 17 86 109			44	120	0	0.00		
// 5 AM
	22 25 25 			163 163 163 			255 255 255 			10 22 35 			10 22 35 			255 128 0 			255 0 0 			-0.1		0.3		0.8			150 100 0			1500.0		100.0		0.8			23 30 20			50 43 36			53 62 68 240			192 103 107 80			192 10 90 100			88	120	0	0.00		
// 6 AM
	23 23 23 			188 188 188 			255 255 255 			90 145 227 			200 144 85 			255 255 255 			122 122 0 			8.3		0.3		0.8			140 100 0			1500.0		100.0		0.8			100 34 25			120 92 88			185 160 160 240			192 124 124 69			192 91 9 0			75	120	0	0.00		
// 7 AM
	5 5 5 			188 188 188 			255 255 255 			90 205 255 			187 146 116 			255 255 255 			122 122 0 			3.3		0.3		0.3			100 50 0			1500.0		5.0		0.5			120 40 40			159 142 106			145 170 170 240			192 62 64 44			192 80 36 22			81	120	0	0.00		
// Midday
	22 22 5 			188 188 188 			255 255 255 			90 180 255 			57 165 255 			255 128 0 			255 128 0 			2.5		0.8		0.1			150 0 150			1500.0		65.0		0.8			120 100 100			180 255 255			90 170 170 240			192 60 60 46			192 86 84 52			105	120	0	0.00		
// 7 PM
	22 22 5 			163 163 163 			255 255 255 			109 142 157 			165 155 130 			255 128 0 			255 0 0 			7.5		0.5		0.6			110 40 0			1500.0		5.0		0.8			120 40 40			152 123 96			148 134 97 240			192 66 66 46			192 80 72 32			99	120	0	0.00		
// 8 PM
	21 21 21 			163 163 163 			255 255 255 			109 142 189 			165 155 130 			255 128 0 			155 0 0 			1.9		0.3		0.3			100 60 0			1500.0		10.0		0.8			120 40 40			54 55 55			67 67 67 240			192 118 89 48			192 69 28 6			62	120	0	0.00		
// 10 PM
	33 33 33 			163 163 163 			255 255 255 			20 15 45 			66 66 64 			255 5 8 			5 8 0 			0.8		0.3		0.6			160 100 0			1500.0		10.0		0.8			70 27 10			0 0 0			67 67 62 240			192 62 62 124			192 132 80 40			44	120	0	0.00		
//
///////////////////////////////////////////CLOUDY_COUNTRYSIDE 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	12 22 35 			200 200 200 			255 255 255 			0 9 9 			1 24 32 			0 0 0 			0 0 0 			0.8		0.3		0.3			200 100 0			1150.0		-22.0		0.8			30 20 0			23 28 30			32 43 66 240			192 77 77 77			192 99 99 83			122	0	0	0.00		
// 5 AM
	3 18 33 			190 176 169 			255 255 255 			0 9 9 			1 24 32 			0 0 0 			0 0 0 			0.8		0.3		0.5			200 100 0			1150.0		-22.0		0.8			70 27 10			23 28 30			26 58 66 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
// 6 AM
	12 22 22 			190 176 169 			255 255 255 			41 46 47 			31 36 37 			0 0 0 			0 0 0 			3.4		0.3		0.3			200 100 0			1150.0		-22.0		0.8			100 34 25			23 28 30			42 77 88 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
// 7 AM
	12 22 21 			190 176 169 			255 255 255 			62 72 75 			62 72 75 			0 0 0 			0 0 0 			-0.1		0.3		0.1			200 50 0			1150.0		-22.0		0.5			120 40 40			46 58 61			52 77 88 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
// Midday
	2 5 5 			188 188 183 			255 255 255 			125 145 151 			125 145 151 			0 0 0 			0 9 9 			1.9		0.3		0.3			80 0 120			1150.0		-22.0		0.3			120 100 100			92 116 123			97 125 125 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
// 7 PM
	0 5 5 			190 176 169 			255 255 255 			62 72 75 			62 72 75 			0 0 0 			0 0 0 			3.5		0.3		0.3			80 0 0			1150.0		-22.0		0.8			120 100 100			46 58 61			102 128 134 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
// 8 PM
	7 5 22 			190 176 169 			255 255 255 			36 36 40 			31 36 44 			0 0 0 			0 0 0 			1.9		0.1		0.8			80 50 0			1150.0		-22.0		0.8			120 100 100			46 58 61			105 126 134 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
// 10 PM
	5 22 33 			190 176 169 			255 255 255 			7 9 9 			1 24 32 			0 0 0 			0 0 0 			0.8		0.1		0.8			200 100 0			1150.0		-22.0		0.8			70 27 10			23 28 30			41 77 74 240			192 124 124 124			192 48 48 48			122	0	0	0.00		
//
///////////////////////////////////////////RAINY_COUNTRYSIDE 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	21 21 39 			135 173 197 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			0.8		0.8		0.6			200 100 0			650.0		155.0		0.8			30 20 0			0 0 0			58 115 150 240			192 38 64 98			192 0 64 20			90	55	0	0.00		
// 5 AM
	31 31 31 			135 173 197 			255 255 255 			50 50 50 			50 50 50 			0 0 0 			0 0 0 			0.8		0.8		0.7			200 100 0			650.0		5.0		0.8			70 27 10			0 0 0			59 68 77 240			192 94 66 55			192 22 66 33			90	120	0	0.00		
// 6 AM
	31 31 31 			135 173 197 			255 255 255 			39 50 50 			60 60 60 			0 0 0 			0 0 0 			3.4		0.8		0.3			200 100 0			650.0		161.0		0.8			100 34 25			0 0 0			62 72 77 240			192 88 89 110			192 0 64 20			90	120	100	0.00		
// 7 AM
	21 21 21 			135 173 197 			255 255 255 			69 69 69 			79 79 79 			0 0 0 			0 0 0 			-0.1		0.7		0.5			80 80 0			650.0		5.0		0.8			120 40 40			0 0 0			107 117 122 240			192 80 61 81			192 14 61 20			90	120	0	0.00		
// Midday
	21 21 21 			186 186 186 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			0.8		0.5		0.7			80 50 120			650.0		5.0		0.7			120 100 100			0 0 0			141 141 140 240			192 69 69 69			192 55 55 55			90	120	0	0.00		
// 7 PM
	21 21 21 			135 173 193 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			3.5		0.8		0.8			80 50 0			650.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			192 60 90 85			192 38 42 22			90	120	0	0.00		
// 8 PM
	255 167 198 			223 255 255 			255 255 255 			40 70 70 			70 0 0 			0 0 0 			0 2 0 			3.5		0.8		0.8			80 50 0			650.0		5.0		0.8			120 40 40			0 0 0			116 135 144 240			192 60 90 85			192 38 42 22			90	120	0	0.00		
// 10 PM
	31 31 39 			167 198 223 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			0.8		0.1		0.5			200 100 0			650.0		188.0		0.8			70 27 10			0 0 0			80 105 144 240			192 38 64 98			192 0 55 20			90	120	0	0.00		
//
///////////////////////////////////////////EXTRASUNNY_DESERT 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	5 5 11 			163 163 163 			255 255 255 			0 0 26 			45 0 64 			255 255 0 			5 0 0 			0.8		0.3		0.8			200 100 0			1500.0		100.0		0.8			30 20 0			3 3 3			38 38 55 240			192 84 109 141			192 34 17 77			0	0	0	0.00		
// 5 AM
	5 5 15 			180 163 163 			255 255 255 			11 0 21 			80 50 58 			255 128 0 			255 0 0 			-0.1		0.7		0.5			150 100 0			1500.0		100.0		0.8			70 27 10			50 43 36			53 62 68 240			192 124 93 131			192 34 17 14			0	0	0	0.00		
// 6 AM
	5 5 22 			188 188 188 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			155 155 155 			8.3		0.8		0.1			140 100 0			1500.0		100.0		0.8			100 34 25			120 92 88			159 138 120 240			192 88 88 88			192 144 77 0			0	69	0	0.00		
// 7 AM
	10 10 10 			188 188 188 			255 255 255 			210 231 200 			250 218 143 			255 128 0 			155 155 155 			3.8		0.8		0.1			100 50 0			1500.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			192 64 64 56			192 113 55 0			0	188	0	0.00		
// Midday
	0 0 0 			188 188 188 			255 255 255 			233 231 233 			250 156 158 			255 128 0 			255 128 0 			2.5		0.8		-0.1			150 0 150			1500.0		111.0		0.8			120 100 100			180 255 255			126 170 140 240			192 77 77 66			192 120 69 0			0	122	0	0.00		
// 7 PM
	0 0 0 			163 163 163 			255 255 255 			210 231 200 			250 218 143 			255 128 0 			255 0 0 			7.5		0.8		0.6			110 40 0			1500.0		10.0		0.8			120 40 40			200 123 96			139 112 87 240			192 88 88 77			192 92 20 0			0	188	0	0.00		
// 8 PM
	0 0 0 			163 163 163 			255 255 255 			76 59 26 			84 67 24 			255 128 0 			155 0 0 			1.9		0.8		0.3			100 60 0			1500.0		10.0		0.8			120 40 40			30 0 0			67 67 67 240			192 127 96 63			192 165 62 0			0	0	0	0.00		
// 10 PM
	5 5 11 			163 163 163 			255 255 255 			5 11 29 			54 0 64 			255 5 8 			5 8 0 			0.8		0.5		0.6			160 100 0			1500.0		10.0		0.8			70 27 10			0 0 0			67 67 62 240			192 84 109 124			192 34 17 77			0	0	0	0.00		
//
///////////////////////////////////////////SUNNY_DESERT 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	10 10 20 			163 163 163 			255 255 255 			0 0 26 			45 0 64 			255 255 0 			5 0 0 			0.8		0.3		0.8			200 100 0			1500.0		100.0		0.8			30 20 0			3 3 3			38 38 55 240			192 84 109 141			192 34 17 77			55	0	0	0.00		
// 5 AM
	10 10 15 			180 163 163 			255 255 255 			11 0 21 			80 50 58 			255 128 0 			255 0 0 			-0.1		0.7		0.5			150 100 0			1500.0		100.0		0.8			70 27 10			50 43 36			53 62 68 240			192 124 93 131			192 34 17 14			55	0	0	0.00		
// 6 AM
	5 5 22 			188 188 188 			255 255 255 			90 205 255 			200 144 85 			255 128 0 			155 155 155 			8.3		0.8		0.1			140 100 0			1500.0		100.0		0.8			100 34 25			120 92 88			159 138 120 240			192 88 88 88			192 144 77 0			100	69	0	0.00		
// 7 AM
	0 0 0 			188 188 188 			255 255 255 			210 231 200 			250 218 143 			255 128 0 			155 155 155 			3.8		0.8		0.1			100 50 0			1500.0		100.0		0.5			120 40 40			159 142 106			145 170 170 240			192 64 64 56			192 113 55 0			55	188	0	0.00		
// Midday
	0 0 0 			188 188 188 			255 255 255 			233 231 233 			250 156 158 			255 128 0 			255 128 0 			2.5		0.8		-0.1			150 0 150			1500.0		111.0		0.8			120 100 100			180 255 255			126 170 140 240			192 77 77 66			192 120 69 0			33	122	0	0.00		
// 7 PM
	0 0 0 			163 163 163 			255 255 255 			210 231 200 			250 218 143 			255 128 0 			255 0 0 			7.5		0.8		0.6			110 40 0			1500.0		10.0		0.8			120 40 40			200 123 96			139 112 87 240			192 88 88 77			192 92 20 0			55	188	0	0.00		
// 8 PM
	0 0 0 			163 163 163 			255 255 255 			181 150 84 			167 108 65 			255 128 0 			155 0 0 			1.9		0.8		0.3			100 60 0			1500.0		10.0		0.8			120 40 40			30 0 0			67 67 67 240			192 81 85 40			192 66 27 0			53	0	0	0.00		
// 10 PM
	10 10 10 			163 163 163 			255 255 255 			5 11 29 			54 0 64 			255 5 8 			5 8 0 			0.8		0.5		0.6			160 100 0			1500.0		10.0		0.8			70 27 10			0 0 0			67 67 62 240			192 84 109 124			192 34 17 77			55	0	0	0.00		
//
///////////////////////////////////////////SANDSTORM_DESERT 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	21 21 21 			137 137 137 			255 255 255 			55 55 55 			55 55 55 			255 255 0 			5 0 0 			0.8		0.8		0.8			50 100 0			150.0		-111.0		0.8			30 20 0			3 3 3			38 38 55 240			192 64 64 64			192 56 38 0			0	12	0	0.00		
// 5 AM
	21 21 21 			137 137 137 			255 255 255 			105 102 82 			105 102 82 			255 128 0 			255 0 0 			-0.1		0.8		0.8			50 100 0			150.0		-111.0		0.8			70 27 10			50 43 36			53 62 68 240			192 64 64 64			192 56 38 0			0	12	0	0.00		
// 6 AM
	21 21 21 			137 137 137 			255 255 255 			112 109 89 			112 109 89 			255 128 0 			255 128 0 			8.3		0.8		-0.1			50 100 0			150.0		-111.0		0.8			100 34 25			120 92 88			185 160 160 192			192 64 64 64			192 56 32 0			0	12	0	0.00		
// 7 AM
	21 21 21 			137 137 137 			255 255 255 			120 117 96 			120 117 96 			0 0 0 			0 0 0 			-0.1		0.8		-0.1			50 50 0			150.0		-111.0		0.5			120 40 40			159 142 106			145 170 170 230			192 64 64 64			192 99 89 77			0	12	0	0.00		
// Midday
	11 11 11 			137 137 137 			255 255 255 			166 163 140 			166 163 140 			0 0 0 			0 0 0 			-0.1		0.8		-0.1			50 0 0			150.0		-111.0		0.8			120 100 100			180 255 255			45 90 90 240			192 64 44 33			192 99 99 77			0	44	0	0.00		
// 7 PM
	21 21 21 			137 137 137 			255 255 255 			97 94 78 			97 94 78 			255 128 0 			255 0 0 			-0.1		0.8		0.8			50 40 0			150.0		-111.0		0.8			120 40 40			200 123 96			98 95 87 240			192 64 64 64			192 99 99 99			0	255	0	0.00		
// 8 PM
	21 21 21 			137 137 137 			255 255 255 			87 84 69 			87 84 69 			255 128 0 			155 0 0 			1.9		0.8		0.8			50 60 0			150.0		-111.0		0.8			120 40 40			0 0 0			67 67 67 240			192 64 64 64			192 56 38 0			0	255	0	0.00		
// 10 PM
	21 21 21 			137 155 33 			255 255 255 			55 55 55 			55 55 55 			255 5 8 			5 8 0 			0.8		0.8		0.8			50 100 0			150.0		-111.0		0.8			70 27 10			0 0 0			67 67 62 240			192 64 64 64			192 56 38 0			0	0	0	0.00		
//
///////////////////////////////////////////UNDERWATER 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	21 21 21 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			0.8		0.8		0.8			200 100 0			300.0		5.0		0.8			30 20 0			0 0 0			59 68 77 192			192 104 136 83			192 24 76 16			255	0	0	0.00		
// 5 AM
	21 21 21 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			-0.1		0.8		0.8			200 100 0			300.0		5.0		0.8			70 27 10			0 0 0			59 68 77 192			192 94 141 95			192 0 70 20			255	0	0	0.00		
// 6 AM
	21 21 21 			135 173 197 			255 255 255 			10 10 10 			20 20 20 			0 0 0 			0 0 0 			3.4		0.8		0.8			200 100 0			300.0		5.0		0.8			100 34 25			0 0 0			62 72 77 192			192 124 174 110			192 0 64 20			255	0	100	0.00		
// 7 AM
	21 21 21 			135 173 197 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			2.5		0.7		0.8			80 80 0			300.0		5.0		0.8			120 40 40			0 0 0			107 117 122 192			192 124 153 104			192 0 48 20			255	0	0	0.00		
// Midday
	21 21 21 			186 186 186 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			0.8		0.5		0.7			80 50 120			300.0		5.0		0.7			120 100 100			0 0 0			141 141 140 255			192 124 143 109			192 0 51 24			255	0	0	0.00		
// 7 PM
	21 21 21 			135 173 193 			255 255 255 			80 80 80 			70 70 70 			0 0 0 			0 0 0 			3.5		0.8		0.8			80 50 0			300.0		5.0		0.8			120 40 40			0 0 0			116 135 144 192			192 124 139 85			192 10 46 22			255	0	0	0.00		
// 8 PM
	21 21 21 			167 198 223 			255 255 255 			40 40 40 			70 70 70 			0 0 0 			0 0 0 			1.9		0.8		0.8			80 80 0			300.0		5.0		0.8			120 40 40			0 0 0			132 176 189 192			192 63 124 99			192 0 87 20			255	0	0	0.00		
// 10 PM
	21 21 21 			167 198 223 			255 255 255 			40 40 40 			50 50 50 			0 0 0 			0 0 0 			0.8		0.8		0.8			200 100 0			300.0		5.0		0.8			70 27 10			0 0 0			161 176 189 192			192 124 124 91			192 0 85 20			255	0	0	0.00		
//
///////////////////////////////////////////EXTRACOLOURS_1 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			166 166 166 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 41			192 64 64 64			0	0	0	0.00		
// 5 AM
